address_found,taxes_found,tax_year,tax_amount,market_value,land_value,building_value,address
1,1,2019,1647.0,54540.0,25080.0,29460.0,810 W Columbia Ave
1,1,2019,3923.0,129900.0,20040.0,109860.0,802 W Columbia Ave
1,1,2019,544.0,18030.0,18030.0,0.0,508 N Prospect Ave
1,1,2019,4328.0,143310.0,22170.0,121140.0,819 W Columbia Ave
1,1,2019,4054.0,134250.0,22170.0,112080.0,813 W Columbia Ave
1,1,2019,3248.0,107550.0,22170.0,85380.0,809 W Columbia Ave
1,1,2019,2825.0,93570.0,22170.0,71400.0,805 W Columbia Ave
1,1,2019,3619.0,119850.0,20040.0,99810.0,803 W Columbia Ave
1,1,2019,4811.0,159330.0,35820.0,123510.0,806 W Washington St
1,1,2019,2481.0,82170.0,11580.0,70590.0,715 W Vine St
1,1,2019,2874.0,95190.0,20040.0,75150.0,718 W Columbia Ave
1,1,2019,4404.0,145830.0,25080.0,120750.0,716 W Columbia Ave
1,1,2019,2748.0,91020.0,25080.0,65940.0,706 W Columbia Ave
1,1,2019,3711.0,122880.0,28680.0,94200.0,715 W Columbia Ave
1,1,2019,4654.0,154110.0,29970.0,124140.0,709 W Columbia Ave
1,1,2019,3620.0,119880.0,18840.0,101040.0,718 W Washington St
1,1,2019,3737.0,123750.0,14910.0,108840.0,811 W Washington St
1,1,2019,3583.0,118650.0,11640.0,107010.0,709 W Washington St
1,1,2019,5168.0,171150.0,22980.0,148170.0,707 W Washington St
1,1,2019,2755.0,91230.0,15870.0,75360.0,607 W Vine St
1,1,2019,1907.0,63150.0,24810.0,38340.0,602 W Columbia Ave
1,1,2019,3904.0,129300.0,23730.0,105570.0,605 W Columbia Ave
1,1,2019,3641.0,120570.0,15870.0,104700.0,601 W Columbia Ave
1,1,2019,1262.0,41790.0,6390.0,35400.0,506 1/2 W Vine St
1,1,2019,1974.0,65370.0,5700.0,59670.0,511 W Vine St
1,1,2019,1891.0,62640.0,8040.0,54600.0,503 W Vine St
1,1,2019,1742.0,57690.0,9540.0,48150.0,510 W Columbia Ave
