address_found,taxes_found,tax_year,tax_amount,market_value,land_value,building_value,address
0,0,0,0.0,0.0,0.0,0.0,111 E Springfield Ave
1,1,2019,80161.0,2654250.0,613260.0,2040990.0,508 S First St
1,1,2019,28819.0,954240.0,493380.0,460860.0,108 E Healey St
1,1,2019,204159.0,6760020.0,986820.0,5773200.0,507 S Second St
1,1,2019,86502.0,2864220.0,1015950.0,1848270.0,309 E Springfield Ave
1,1,2019,14312.0,473910.0,473910.0,0.0,512 S Third St
1,1,2019,38019.0,1258890.0,376380.0,882510.0,507 S Fourth St
1,0,0,0.0,0.0,0.0,0.0,509 S Fourth St
1,1,2019,16420.0,543720.0,490650.0,53070.0,401 E Springfield Ave
1,1,2019,8199.0,271500.0,188160.0,83340.0,409 E Springfield Ave
1,1,2019,4082.0,163620.0,21660.0,141960.0,503 S Fifth St
1,1,2019,3805.0,152520.0,21660.0,130860.0,505 S Fifth St
1,1,2019,31957.0,1058160.0,524670.0,533490.0,509 S Fifth St
1,1,2019,1973.0,80430.0,22350.0,58080.0,506 S Fifth St
1,1,2019,2049.0,83550.0,35280.0,48270.0,502 S Fifth St
1,1,2019,34901.0,1155630.0,438900.0,716730.0,503 E Springfield Ave
1,1,2019,7908.0,261870.0,261870.0,0.0,503 S Sixth St
1,1,2019,3316.0,109800.0,109800.0,0.0,515 S Sixth St
1,1,2019,2287.0,93240.0,18840.0,74400.0,508 S Fifth St
1,1,2019,42089.0,1393650.0,589620.0,804030.0,502 E Healey St
0,0,0,0.0,0.0,0.0,0.0,605 E Springfield Ave
1,1,2019,13953.0,462030.0,242520.0,219510.0,606 S Sixth St
0,0,0,0.0,0.0,0.0,0.0,607 E Healey St
0,0,0,0.0,0.0,0.0,0.0,601 S Wright St
0,0,0,0.0,0.0,0.0,0.0,619 S Wright St
1,1,2019,13552.0,448740.0,246720.0,202020.0,608 1/2 E Green St
1,1,2019,10792.0,357360.0,163110.0,194250.0,604 E Green St
1,1,2019,12090.0,400320.0,163110.0,237210.0,606 E Green St
0,0,0,0.0,0.0,0.0,0.0,624 S Fifth St
1,1,2019,13228.0,379770.0,45690.0,334080.0,506 E Green St
1,1,2019,118191.0,3913500.0,606720.0,3306780.0,512 E Green St
1,1,2019,19853.0,657390.0,291570.0,365820.0,522 E Green St
0,0,0,0.0,0.0,0.0,0.0,605 S Sixth St
1,1,2019,55096.0,1824330.0,405630.0,1418700.0,528 E Green St
1,1,2019,52249.0,1730070.0,408030.0,1322040.0,411 E Healey St
1,1,2019,3049.0,124320.0,18840.0,105480.0,605 S Fifth St
0,0,0,0.0,0.0,0.0,0.0,403 E Healey St
0,0,0,0.0,0.0,0.0,0.0,410 E Green St
1,1,2019,9984.0,286650.0,43800.0,242850.0,406 E Green St
1,1,2019,11246.0,322860.0,43800.0,279060.0,404A E Green St
1,1,2019,10285.0,340560.0,113940.0,226620.0,610 S Fourth St
1,1,2019,34527.0,1143270.0,663450.0,479820.0,605 S Fourth St
1,1,2019,9360.0,309930.0,238140.0,71790.0,305 E Healey St
1,1,2019,12815.0,424350.0,357240.0,67110.0,303 E Healey St
1,1,2019,5609.0,185730.0,135720.0,50010.0,301 E Healey St
1,1,2019,4560.0,151020.0,47460.0,103560.0,604 S Third St
0,0,0,0.0,0.0,0.0,0.0,312 E Green St
1,1,2019,12423.0,411360.0,411360.0,0.0,308 E Green St
1,1,2019,54530.0,1805580.0,884730.0,920850.0,306 E Green St
1,0,0,0.0,0.0,0.0,0.0,302 E Green St
0,0,0,0.0,0.0,0.0,0.0,209 E Healey St
1,1,2019,36636.0,1213080.0,404220.0,808860.0,201 E Healey St
1,1,2019,36966.0,1224030.0,440970.0,783060.0,203 E Healey St
1,1,2019,34209.0,1132740.0,556080.0,576660.0,205 E Healey St
1,1,2019,12207.0,404220.0,404220.0,0.0,212 E Green St
1,1,2019,8137.0,269460.0,269460.0,0.0,103 E Healey St
1,1,2019,5471.0,181170.0,161700.0,19470.0,604 S First St
1,1,2019,10216.0,338280.0,228570.0,109710.0,102 E Green St
1,1,2019,15615.0,517050.0,404220.0,112830.0,106 E Green St
1,1,2019,85992.0,2847330.0,1480200.0,1367130.0,111 E Green St
1,1,2019,36854.0,1220310.0,430590.0,789720.0,110 E John St
1,1,2019,5880.0,194700.0,190050.0,4650.0,707 S Second St
1,1,2019,9833.0,325590.0,62220.0,263370.0,112 E John St
1,1,2019,35770.0,1184400.0,986820.0,197580.0,201 E Green St
1,1,2019,36099.0,1195320.0,687780.0,507540.0,205 E Green St
0,0,0,0.0,0.0,0.0,0.0,207 E Green St
1,1,2019,27536.0,911790.0,538260.0,373530.0,211 E Green St
1,1,2019,7783.0,257730.0,133350.0,124380.0,212 E John St
1,1,2019,11508.0,381060.0,296160.0,84900.0,301 E Green St
1,1,2019,35503.0,1175580.0,459930.0,715650.0,305 E Green St
1,1,2019,11366.0,376350.0,376350.0,0.0,313 E Green St
1,1,2019,35571.0,1177830.0,500490.0,677340.0,401 E Green St
1,1,2019,7960.0,263580.0,139380.0,124200.0,403 E Green St
1,1,2019,7960.0,263580.0,139380.0,124200.0,403 1/2 E Green St
1,1,2019,41214.0,1364670.0,627180.0,737490.0,407 E Green St
1,1,2019,22038.0,729720.0,415290.0,314430.0,411 E Green St
1,1,2019,45549.0,1508220.0,897600.0,610620.0,410 E John St
1,1,2019,3053.0,87660.0,25740.0,61920.0,501 E Green St
1,1,2019,10264.0,339870.0,291930.0,47940.0,704 S Fifth St
1,1,2019,6262.0,207360.0,136860.0,70500.0,706 S Fifth St
1,1,2019,76259.0,2525070.0,1350570.0,1174500.0,505 E Green St
1,1,2019,36540.0,1209900.0,459930.0,749970.0,509 E Green St
1,1,2019,256676.0,8498940.0,459930.0,8039010.0,519 E Green St
1,1,2019,29647.0,981660.0,531030.0,450630.0,510 E John St
1,1,2019,18438.0,610530.0,183990.0,426540.0,711 S Sixth St
1,1,2019,6324.0,209400.0,91980.0,117420.0,512 E John St
1,1,2019,6174.0,204450.0,91980.0,112470.0,516 E John St
1,1,2019,6932.0,229560.0,91980.0,137580.0,715 S Sixth St
1,1,2019,7755.0,256800.0,108720.0,148080.0,607 E Green St
1,1,2019,5652.0,187170.0,108720.0,78450.0,609 E Green St
0,0,0,0.0,0.0,0.0,0.0,611 E Green St
1,1,2019,12935.0,428310.0,183990.0,244320.0,617 E Green St
1,1,2019,10788.0,357210.0,139380.0,217830.0,619 E Green St
1,1,2019,9810.0,324840.0,139380.0,185460.0,625 E Green St
